individual,group,sex,audio_name,syllable,syllable_number,start_frequency,end_frequency,f0,min_f0,max_f0,range,duration,slope,fex,concavity
B1,can_tutored,male,B1_3_12_Theme_8_C,H,176,6000,4875,5675.480769,4875,6375,1500,66.666667,4.849137931,0.350336981,0
B1,can_tutored,male,B1_3_9_Theme_1_A,E,1,6750,6937.5,6890.625,6750,6937.5,187.5,21.333333,0.865917488,0.035048953,0
B1,can_tutored,male,B1_3_9_Theme_1_A,E,2,7125,6562.5,6830.357143,6562.5,7125,562.5,34.666667,2.331316313,0.103244767,0
B1,can_tutored,male,B1_3_9_Theme_1_A,E,3,7125,7125,7125,6750,7312.5,562.5,50.666667,4.466311252,0.249703782,0
B1,can_tutored,male,B1_3_9_Theme_1_A,E,4,6750,6937.5,6976.5625,6750,7125,375,64,2.767171102,0.212843815,0
B1,can_tutored,male,B1_3_9_Theme_1_A,E,5,6937.5,6750,7125,6750,7500,750,66.666667,3.283270474,0.252060326,1
B1,can_tutored,male,B1_3_9_Theme_1_A,E,6,6750,6562.5,6862.5,6375,7312.5,937.5,50.666667,4.785333485,0.268170523,1
B1,can_tutored,male,B1_3_9_Theme_1_A,E,7,6750,6375,6908.653846,6375,7312.5,937.5,66.666667,3.394396552,0.263364304,1
B1,can_tutored,male,B1_3_9_Theme_1_A,E,8,6937.5,6562.5,6863.839286,6562.5,7312.5,750,72,3.591954023,0.296128877,0
B1,can_tutored,male,B1_3_9_Theme_1_A,E,9,6750,6937.5,6890.625,6562.5,7125,562.5,61.333333,4.480181784,0.301517309,0
B1,can_tutored,male,B1_3_9_Theme_1_A,E,10,6937.5,6937.5,6833.333333,6375,7125,750,69.333333,3.730106101,0.293462211,1
B1,can_tutored,male,B1_3_9_Theme_1_A,H,11,6937.5,6375,6718.75,6000,7125,1125,82.666667,4.389305886,0.389554842,1
B1,can_tutored,male,B1_3_9_Theme_1_A,H,12,6750,6375,6648.648649,6000,6937.5,937.5,98.666667,3.367456897,0.382409145,1
B1,can_tutored,male,B1_3_9_Theme_1_A,H,13,6750,6375,6555,6000,6937.5,937.5,66.666667,5.430024246,0.38531462,3
B1,can_tutored,male,B1_3_9_Theme_1_A,H,14,5812.5,6562.5,6324.519231,5625,6562.5,937.5,69.333333,3.758081897,0.293773683,0
B1,can_tutored,male,B1_3_9_Theme_1_A,H,15,6187.5,6187.5,6323.863636,5812.5,6562.5,750,58.666667,4.906865764,0.317389547,0
B1,can_tutored,male,B1_3_9_Theme_1_A,H,16,6375,5062.5,5958.333333,4875,6562.5,1687.5,69.333333,9.558396883,0.677052633,4
B1,can_tutored,male,B1_3_9_Theme_1_A,I,17,6375,3375,4745.404412,3187.5,6375,3187.5,178.666667,3.799697633,0.783392807,4
B1,can_tutored,male,B1_3_9_Theme_1_A,A,18,2812.5,3000,3129.807692,2812.5,3375,562.5,69.333333,2.182112069,0.195113392,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,19,2812.5,3375,3128.90625,2812.5,3375,562.5,85.333333,1.368708287,0.181342674,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,20,2812.5,3375,3133.064516,2812.5,3562.5,750,80,1.414331897,0.17600934,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,21,2812.5,3375,3157.258065,2812.5,3375,562.5,80,1.010237069,0.1485781,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,22,2812.5,3375,3143.75,2812.5,3375,562.5,80,1.04507283,0.1485781,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,23,2812.5,3375,3158.203125,2812.5,3375,562.5,82.666667,0.977648776,0.151244767,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,24,2812.5,3375,3136.363636,2812.5,3375,562.5,85.333333,0.947097252,0.153911434,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,25,2812.5,3375,3153.409091,2812.5,3375,562.5,85.333333,1.325936153,0.181342674,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,26,2812.5,3375,3139.112903,2812.5,3375,562.5,82.666667,1.010237069,0.151244767,0
B1,can_tutored,male,B1_3_9_Theme_1_A,A,27,2812.5,3375,3086.538462,2812.5,3375,562.5,66.666667,0.72737069,0.107813527,0
B1,can_tutored,male,B1_3_9_Theme_2_A,J,1,2625,3187.5,3027.663934,2625,3375,750,165.333333,1.852101293,0.424589166,2
B1,can_tutored,male,B1_3_9_Theme_2_A,J,2,2812.5,3375,3059.52381,2625,3375,750,165.333333,1.857532675,0.428269593,2
B1,can_tutored,male,B1_3_9_Theme_3_A,K,1,2812.5,2812.5,2963.619403,2812.5,3187.5,375,178.666667,0.872477469,0.313794861,0
B1,can_tutored,male,B1_3_9_Theme_3_A,L,2,2625,3187.5,2970.588235,2437.5,3187.5,750,133.333333,1.091056034,0.256773914,0
B1,can_tutored,male,B1_3_9_Theme_3_A,M,3,2812.5,3000,2978.365385,2812.5,3000,187.5,205.333333,0.393598858,0.273911434,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,1,6750,6562.5,6740.131579,6562.5,6937.5,375,48,2.357219828,0.151027775,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,2,6937.5,6187.5,6857.142857,6187.5,7312.5,1125,53.333333,6.061422414,0.34416641,2
B1,can_tutored,male,B1_3_9_Theme_6_A,E,3,6562.5,6375,6671.875,6187.5,7125,937.5,61.333333,5.534342204,0.361203074,3
B1,can_tutored,male,B1_3_9_Theme_6_A,E,4,6750,6562.5,6854.166667,6000,7125,1125,69.333333,6.294554045,0.473065322,3
B1,can_tutored,male,B1_3_9_Theme_6_A,E,5,6750,6937.5,6982.142857,6750,7125,375,53.333333,2.727640086,0.179113392,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,6,6750,6562.5,6835.9375,6375,7125,750,61.333333,4.480181784,0.311109946,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,7,6562.5,6375,6709.23913,6375,7125,750,58.666667,4.132788009,0.271419402,1
B1,can_tutored,male,B1_3_9_Theme_6_A,N,8,4875,5812.5,6574.596774,4687.5,7125,2437.5,162.666667,6.260157575,1.103454199,4
B1,can_tutored,male,B1_3_9_Theme_6_A,J,9,3187.5,3375,3218.181818,2812.5,3562.5,750,154.666667,1.908225575,0.392583328,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,10,2812.5,3375,3169.921875,2812.5,3375,562.5,82.666667,0.586589266,0.123813527,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,11,2812.5,3375,3198.863636,2812.5,3375,562.5,85.333333,0.947097252,0.153911434,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,12,2812.5,3375,3119.318182,2812.5,3375,562.5,85.333333,0.568258351,0.126480194,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,13,2812.5,3375,3130.681818,2812.5,3375,562.5,85.333333,1.325936153,0.183682152,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,14,2812.5,3375,3169.354839,2812.5,3562.5,750,80,1.414331897,0.178348819,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,15,2812.5,3375,3152.34375,2812.5,3375,562.5,82.666667,0.586589266,0.123813527,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,16,2625,3375,3121.323529,2625,3375,750,88,1.469435737,0.197724961,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,17,2812.5,3375,3090.909091,2812.5,3375,562.5,85.333333,1.704775054,0.208773914,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,18,2812.5,3375,3123.214286,2812.5,3375,562.5,90.666667,0.891385649,0.159244767,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,19,2812.5,3187.5,3099.264706,2812.5,3375,562.5,88,2.204153605,0.252587441,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,20,2812.5,3187.5,3049.632353,2812.5,3375,562.5,88,1.469435737,0.197724961,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,21,2625,3375,2994.318182,2625,3375,750,85.333333,1.515355603,0.195058294,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,22,2812.5,3000,2835.9375,2625,3000,375,85.333333,1.759767798,0.208773914,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,23,2625,2812.5,2750,2625,2812.5,187.5,93.333333,0.865917488,0.161911434,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,24,2250,2625,2572.5,2250,2812.5,562.5,64,4.040948276,0.288128877,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,25,2250,2812.5,2544.642857,2250,2812.5,562.5,53.333333,4.54606681,0.261407112,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,26,2250,2437.5,2428.977273,2250,2625,375,58.666667,3.175030788,0.209538487,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,27,2250,2812.5,2562.5,2250,2812.5,562.5,61.333333,3.426021364,0.241975872,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,28,2250,2437.5,2500,2250,2812.5,562.5,74.666667,2.447882129,0.22584996,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,29,2250,2437.5,2372.596154,2250,2625,375,72,1.454741379,0.163953329,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,30,2250,2437.5,2379.310345,2250,2625,375,77.333333,1.948314347,0.200773914,0
B1,can_tutored,male,B1_3_9_Theme_6_A,B,31,2250,2437.5,2335.9375,2062.5,2437.5,375,64,1.317700525,0.1325781,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,32,2062.5,2250,2190.340909,2062.5,2437.5,375,64,0.865917488,0.107486338,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,33,2062.5,2250,2234.375,2062.5,2437.5,375,64,1.713010682,0.157981335,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,34,2062.5,2250,2168.478261,2062.5,2437.5,375,61.333333,1.239836403,0.127883428,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,35,2062.5,2250,2176.630435,2062.5,2437.5,375,69.333333,1.928634404,0.167682152,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,36,1875,2250,2125,1875,2437.5,562.5,64,2.503630997,0.203807151,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,37,2062.5,2437.5,2235.576923,1875,2437.5,562.5,66.666667,2.424568966,0.203822867,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,38,2062.5,2250,2240.131579,2062.5,2437.5,375,48,2.357219828,0.146348819,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,39,2062.5,2437.5,2204.741379,2062.5,2437.5,375,77.333333,1.298876232,0.159627054,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,40,1875,2062.5,2107.758621,1875,2437.5,562.5,74.666667,2.381273091,0.227877966,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,41,2062.5,2437.5,2218.75,2062.5,2437.5,375,66.666667,1.449470577,0.146932381,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,42,2062.5,2250,2250,2062.5,2437.5,375,66.666667,1.697198276,0.162676007,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,43,2062.5,2250,2192.307692,2062.5,2437.5,375,69.333333,1.697198276,0.165342674,0
B1,can_tutored,male,B1_3_9_Theme_6_A,C,44,2062.5,2250,2190,2062.5,2437.5,375,66.666667,0.757677802,0.107813527,0
B1,can_tutored,male,B1_3_9_Theme_6_A,L,45,1875,3187.5,2857.03125,1875,3187.5,1312.5,213.333333,0.690541794,0.336773914,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,46,6562.5,6562.5,6698.863636,6562.5,6937.5,375,26.666667,2.424568966,0.081529147,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,47,6937.5,6562.5,6915.441176,6187.5,7312.5,1125,42.666667,4.54606681,0.214344706,0
B1,can_tutored,male,B1_3_9_Theme_6_A,O,48,7125,6375,6759.698276,6000,7312.5,1312.5,152,3.190222323,0.579917113,2
B1,can_tutored,male,B1_3_9_Theme_6_A,A,49,2437.5,3187.5,3042.613636,2437.5,3375,937.5,56,4.618226601,0.277789399,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,50,2437.5,3375,3024.193548,2437.5,3375,937.5,80,2.222521552,0.230871821,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,51,2625,3375,3087.5,2625,3375,750,77.333333,1.672116528,0.187058294,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,52,2812.5,3375,3147.727273,2812.5,3562.5,750,85.333333,1.325936153,0.181342674,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,53,2625,3375,3137.867647,2625,3562.5,937.5,88,1.469435737,0.197724961,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,54,2812.5,3375,3192.857143,2812.5,3562.5,750,90.666667,1.247939909,0.186676007,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,55,2812.5,3375,3170.955882,2812.5,3375,562.5,88,1.653115204,0.211440581,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,56,2812.5,3375,3152.960526,2812.5,3375,562.5,98.666667,1.474400047,0.222107247,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,57,2812.5,3375,3192.708333,2812.5,3375,562.5,93.333333,1.558651478,0.216773914,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,58,2625,3375,3177.631579,2625,3375,750,98.666667,0.982933364,0.180960387,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,59,2812.5,3375,3107.954545,2812.5,3375,562.5,85.333333,1.704775054,0.208773914,0
B1,can_tutored,male,B1_3_9_Theme_6_A,A,60,2812.5,3375,3114.583333,2812.5,3375,562.5,93.333333,1.558651478,0.216773914,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,61,6562.5,6375,6648.4375,6187.5,6937.5,750,61.333333,5.007261994,0.333627505,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,62,6937.5,6187.5,6647.727273,6187.5,6937.5,750,58.666667,3.175030788,0.230344706,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,63,6750,7125,6910.714286,6562.5,7125,562.5,53.333333,3.636853448,0.22259973,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,64,6937.5,6187.5,6720,6187.5,7125,937.5,64,4.54606681,0.329831711,4
B1,can_tutored,male,B1_3_9_Theme_6_A,E,65,6937.5,6937.5,6776.785714,6375,6937.5,562.5,53.333333,3.636853448,0.224939209,1
B1,can_tutored,male,B1_3_9_Theme_6_A,E,66,7125,6937.5,6968.75,6750,7125,375,80,1.881131094,0.203440581,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,67,6937.5,6562.5,6902.777778,6187.5,7125,937.5,69.333333,3.730106101,0.300552809,1
B1,can_tutored,male,B1_3_9_Theme_6_A,E,68,6562.5,6375,6627.717391,6375,6750,375,58.666667,1.928634404,0.154676007,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,69,6375,6750,6678.571429,6375,6750,375,56,1.666891164,0.138605193,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,70,6750,6562.5,6652.777778,6187.5,6937.5,750,69.333333,1.631921419,0.17002163,0
B1,can_tutored,male,B1_3_9_Theme_6_A,E,71,6750,6562.5,6629.032258,5812.5,6937.5,1125,80,3.030711207,0.295254774,1
B1,can_tutored,male,B1_3_9_Theme_6_A,G,72,6937.5,4687.5,6294.871795,4687.5,6937.5,2250,309.333333,2.09014566,0.87698085,4
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,A,1,3375,3750,3662.109375,2812.5,4312.5,1500,88,6.517658509,0.598537324,6
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,A,2,3375,3562.5,3678.308824,3375,3937.5,562.5,88,2.387833072,0.270982017,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,B,3,4125,3562.5,3703.125,3375,4312.5,937.5,61.333333,2.898941154,0.21688411,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,C,4,4875,3750,4318.965517,3750,4875,1125,77.333333,1.731834975,0.189397772,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,D,5,4312.5,3562.5,3796.875,3375,4687.5,1312.5,88,3.910595106,0.374172352,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,E,6,4312.5,4125,3963.068182,3750,4312.5,562.5,56,4.329587438,0.268752735,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,F,7,3562.5,3937.5,3736.607143,3562.5,3937.5,375,72,1.795977011,0.181724961,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,G,8,4125,3187.5,3537.5,3187.5,4500,1312.5,80,6.061422414,0.516271632,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,H,9,3187.5,4125,3704.268293,3187.5,4687.5,1500,106.666667,2.576104526,0.35667365,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,I,10,3562.5,3750,3799.342105,3562.5,4125,562.5,50.666667,3.535829741,0.20184996,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,J,11,3000,3937.5,3612.804878,3000,3937.5,937.5,106.666667,2.273033405,0.319491566,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,K,12,4125,3375,3549.568966,3375,4125,750,74.666667,1.298876232,0.156960387,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,L,13,4312.5,2250,3344.594595,2250,4687.5,2437.5,197.333333,4.691374882,1.009992694,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,M,14,2250,2812.5,2564.123377,2250,2812.5,562.5,202.666667,1.355844487,0.435832208,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,N,15,2062.5,2250,2195.913462,1687.5,3187.5,1500,152,4.001331136,0.725208481,4
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,F,16,3937.5,3750,3766.544118,3562.5,3937.5,375,90.666667,1.928634404,0.239510481,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,O,17,5250,3562.5,3921.875,3562.5,5250,1687.5,125.333333,1.676563646,0.303636394,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,P,18,4500,4125,4058.467742,3375,4500,1125,80,3.232758621,0.306468355,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,Q,19,4687.5,2625,3375,2250,5062.5,2812.5,98.666667,5.387931034,0.589696173,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,R,20,4312.5,2812.5,3301.136364,2625,4312.5,1687.5,176,3.730106101,0.75803505,4
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,R,21,4687.5,2812.5,3077.380952,2625,4687.5,2062.5,165.333333,3.32400584,0.669735387,4
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_A,R,22,4125,2625,2925.646552,2250,4125,1875,160,4.040948276,0.72777878,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,AB,1,8812.5,7687.5,8468.75,7500,9000,1500,202.666667,4.388128339,0.958642325,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,F,2,3937.5,3937.5,3982.142857,3937.5,4125,187.5,53.333333,1.818426724,0.135627054,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,P,3,4500,3562.5,4020.220588,3562.5,4875,1312.5,88,5.326704545,0.514187541,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,E,4,4125,3937.5,4110.576923,3750,4875,1125,69.333333,6.910021552,0.49334854,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,F,5,4312.5,3937.5,3864.583333,3187.5,4500,1312.5,93.333333,4.156403941,0.436779808,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,G,6,3000,3375,3424.632353,3000,4312.5,1312.5,90.666667,6.153262147,0.583766752,3
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,H,7,3187.5,4312.5,3758.928571,3187.5,4875,1687.5,109.333333,5.617903701,0.687934902,3
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,I,8,3937.5,3937.5,3890.625,3750,4312.5,562.5,72,3.591954023,0.293789399,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,J,9,2812.5,3937.5,3600,2625,3937.5,1312.5,117.333333,2.479672806,0.364214495,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,K,10,4875,3375,3523.026316,3187.5,4875,1687.5,101.333333,2.293511184,0.298030971,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,L,11,4312.5,2437.5,3288.109756,2250,4312.5,2062.5,221.333333,4.340277778,1.044985199,3
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,X,12,3937.5,2812.5,3423.076923,2625,4125,1500,208,6.573100929,1.416931854,4
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,Y,13,2250,2062.5,2329.326923,2062.5,2812.5,750,72,1.697198276,0.170348819,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,F,14,4125,3937.5,3871.621622,3750,4125,375,96,1.515355603,0.219440581,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,O,15,5437.5,3750,4007.8125,3562.5,5437.5,1875,128,2.450362252,0.390936259,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,P,16,4312.5,3937.5,3948.214286,3750,4312.5,562.5,96,3.208988337,0.35472288,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,Q,17,4875,2625,3103.618421,2437.5,4875,2437.5,98.666667,4.587022367,0.506726466,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_1_B,R,18,4125,2437.5,3095.454545,2437.5,4125,1687.5,149.333333,4.976352969,0.795915393,4
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,S,1,3375,3187.5,3355.263158,3000,3750,750,50.666667,6.229795259,0.330669798,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,U,2,3375,3187.5,3416.666667,3000,4125,1125,93.333333,3.636853448,0.39313091,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,T,3,2812.5,2437.5,2973.958333,2250,3375,1125,93.333333,6.234605911,0.622838069,5
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,V,4,2625,3750,3105.182927,2062.5,3750,1687.5,106.666667,4.849137931,0.573856739,3
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,U,5,3750,2812.5,3346.153846,2625,4125,1500,104,4.227044578,0.488670083,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,W,6,3187.5,2437.5,3032.608696,2437.5,3750,1312.5,120,5.387931034,0.711472438,5
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,B,7,4500,3562.5,3822.580645,3375,4500,1125,80,3.838900862,0.345275738,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,U,8,3750,3375,3534.926471,3187.5,3937.5,750,93.333333,3.12255094,0.338497961,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,G,9,2625,2812.5,2935.97561,2625,3562.5,937.5,109.333333,1.666891164,0.26488411,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,F,10,4125,3750,3826.388889,3750,4125,375,69.333333,0.932526525,0.124195814,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,P,11,3750,4312.5,4102.941176,3750,4500,750,88,3.857268809,0.39006489,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,G,12,3000,3375,3332.386364,2812.5,3750,937.5,114.666667,3.665046111,0.475951745,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,H,13,3375,4125,3735.576923,3375,4687.5,1312.5,101.333333,3.828266788,0.459015752,3
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,I,14,3750,3750,3779.296875,3750,3937.5,187.5,82.666667,1.564238042,0.192391627,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,J,15,3187.5,3937.5,3676.829268,3187.5,4125,937.5,106.666667,2.424568966,0.333207186,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,K,16,4875,3187.5,3441.964286,3187.5,4875,1687.5,109.333333,1.921914424,0.294726993,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,L,17,4875,2437.5,3290.178571,2250,4875,2625,224,4.016605214,1.004237692,3
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,X,18,4125,2812.5,3342.391304,2437.5,4312.5,1875,242.666667,6.993948939,1.772356421,6
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,Y,19,2062.5,2062.5,2192.307692,2062.5,2625,562.5,66.666667,1.939655172,0.183482226,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,Y,20,2062.5,2250,2517.857143,2062.5,3000,937.5,53.333333,5.152209052,0.293589473,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,Z,21,2625,3937.5,3039.473684,2625,3937.5,1312.5,98.666667,4.42320014,0.495308057,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,AA,22,3375,3375,3878.04878,3375,4875,1500,112,7.349474677,0.887393439,7
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,O,23,4875,3750,4045.673077,3750,4875,1125,136,0.713108519,0.21829372,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,AA,24,4125,3375,3808.333333,3187.5,4687.5,1500,117.333333,4.40830721,0.587340459,2
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,E,25,3937.5,4312.5,4087.5,3750,4687.5,937.5,64,4.54606681,0.320311238,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,F,26,4500,3750,3787.5,3375,4500,1125,90.666667,3.208988337,0.351747257,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_2_A,G,27,2812.5,3187.5,3306.818182,2812.5,3937.5,1125,85.333333,3.030711207,0.307122733,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,S,1,4125,3000,3437.5,3000,4125,1125,29.333333,11.02076803,0.33469096,4
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,S,2,3375,4125,3794.642857,3375,4312.5,937.5,53.333333,3.030711207,0.19516849,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,S,3,3562.5,3187.5,3518.382353,3187.5,4312.5,1125,42.666667,5.303744612,0.248956941,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,U,4,3562.5,3187.5,3210.9375,2625,4125,1500,82.666667,7.821190211,0.666834859,3
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,T,5,3187.5,3187.5,3362.5,3000,3937.5,937.5,117.333333,3.030711207,0.430774365,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,G,6,2625,2812.5,2979.166667,2625,3562.5,937.5,93.333333,2.597752463,0.301407112,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,F,7,4125,3750,3834.677419,3562.5,4312.5,750,80,2.828663793,0.276697637,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,U,8,3750,3562.5,3601.102941,3187.5,3937.5,750,88,3.857268809,0.383046456,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,AE,9,2625,3562.5,3495,2625,3562.5,937.5,64,1.262796336,0.137257057,0
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,P,10,4312.5,4312.5,3814.144737,3187.5,4312.5,1125,98.666667,5.569955732,0.590948501,3
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,G,11,2437.5,2812.5,2947.115385,2437.5,3562.5,1125,101.333333,3.509244555,0.407755931,1
B1-74,hf_tutored,male,B1-74_4_1_Theme_3_A,AH,12,4125,4687.5,4110.576923,3750,5062.5,1312.5,170.666667,4.072518184,0.793818679,2
